record_id,model,fold,split_role,dataset_index,source_key,task_id,episode_idx,label,success,length,task_min_step,n_scores
162,lstm,0,val,454,root-0/task9--ep12--succ0.pkl,9,12,1,0,520,241,520
163,lstm,0,val,458,root-0/task9--ep16--succ0.pkl,9,16,1,0,520,241,520
164,lstm,0,val,460,root-0/task9--ep18--succ1.pkl,9,18,0,1,372,241,372
165,lstm,0,val,461,root-0/task9--ep19--succ1.pkl,9,19,0,1,427,241,427
166,lstm,0,val,462,root-0/task9--ep2--succ1.pkl,9,2,0,1,300,241,300
167,lstm,0,val,464,root-0/task9--ep21--succ1.pkl,9,21,0,1,300,241,300
168,lstm,0,val,466,root-0/task9--ep23--succ0.pkl,9,23,1,0,520,241,520
169,lstm,0,val,467,root-0/task9--ep24--succ0.pkl,9,24,1,0,520,241,520
170,lstm,0,val,469,root-0/task9--ep26--succ0.pkl,9,26,1,0,520,241,520
171,lstm,0,val,476,root-0/task9--ep32--succ0.pkl,9,32,1,0,520,241,520
172,lstm,0,val,478,root-0/task9--ep34--succ0.pkl,9,34,1,0,520,241,520
173,lstm,0,val,480,root-0/task9--ep36--succ0.pkl,9,36,1,0,520,241,520
174,lstm,0,val,482,root-0/task9--ep38--succ0.pkl,9,38,1,0,520,241,520
175,lstm,0,val,483,root-0/task9--ep39--succ0.pkl,9,39,1,0,520,241,520
176,lstm,0,val,485,root-0/task9--ep40--succ0.pkl,9,40,1,0,520,241,520
177,lstm,0,val,486,root-0/task9--ep41--succ1.pkl,9,41,0,1,316,241,316
178,lstm,0,val,490,root-0/task9--ep45--succ0.pkl,9,45,1,0,520,241,520
179,lstm,0,val,494,root-0/task9--ep49--succ1.pkl,9,49,0,1,344,241,344
180,lstm,0,val,495,root-0/task9--ep5--succ1.pkl,9,5,0,1,312,241,312
181,lstm,0,val,497,root-0/task9--ep7--succ0.pkl,9,7,1,0,520,241,520
182,lstm,0,val,498,root-0/task9--ep8--succ1.pkl,9,8,0,1,307,241,307
183,lstm,0,val,550,root-1/task1--ep0--succ1.pkl,1,0,0,1,249,218,249
184,lstm,0,val,554,root-1/task1--ep12--succ1.pkl,1,12,0,1,262,218,262
185,lstm,0,val,556,root-1/task1--ep14--succ0.pkl,1,14,1,0,520,218,520
186,lstm,0,val,557,root-1/task1--ep15--succ1.pkl,1,15,0,1,257,218,257
187,lstm,0,val,560,root-1/task1--ep18--succ1.pkl,1,18,0,1,242,218,242
188,lstm,0,val,561,root-1/task1--ep19--succ1.pkl,1,19,0,1,248,218,248
189,lstm,0,val,562,root-1/task1--ep2--succ1.pkl,1,2,0,1,235,218,235
190,lstm,0,val,566,root-1/task1--ep23--succ0.pkl,1,23,1,0,520,218,520
191,lstm,0,val,569,root-1/task1--ep26--succ1.pkl,1,26,0,1,225,218,225
192,lstm,0,val,570,root-1/task1--ep27--succ0.pkl,1,27,1,0,520,218,520
193,lstm,0,val,571,root-1/task1--ep28--succ1.pkl,1,28,0,1,228,218,228
194,lstm,0,val,575,root-1/task1--ep31--succ1.pkl,1,31,0,1,280,218,280
195,lstm,0,val,577,root-1/task1--ep33--succ0.pkl,1,33,1,0,520,218,520
196,lstm,0,val,578,root-1/task1--ep34--succ0.pkl,1,34,1,0,520,218,520
197,lstm,0,val,581,root-1/task1--ep37--succ1.pkl,1,37,0,1,236,218,236
198,lstm,0,val,583,root-1/task1--ep39--succ0.pkl,1,39,1,0,520,218,520
199,lstm,0,val,584,root-1/task1--ep4--succ1.pkl,1,4,0,1,305,218,305
200,lstm,0,val,588,root-1/task1--ep43--succ0.pkl,1,43,1,0,520,218,520
201,lstm,0,val,590,root-1/task1--ep45--succ1.pkl,1,45,0,1,302,218,302
202,lstm,0,val,594,root-1/task1--ep49--succ1.pkl,1,49,0,1,267,218,267
203,lstm,0,val,596,root-1/task1--ep6--succ0.pkl,1,6,1,0,520,218,520
204,lstm,0,val,597,root-1/task1--ep7--succ1.pkl,1,7,0,1,283,218,283
205,lstm,0,val,600,root-1/task2--ep0--succ0.pkl,2,0,1,0,520,211,520
206,lstm,0,val,601,root-1/task2--ep1--succ1.pkl,2,1,0,1,298,211,298
207,lstm,0,val,608,root-1/task2--ep16--succ1.pkl,2,16,0,1,265,211,265
208,lstm,0,val,612,root-1/task2--ep2--succ1.pkl,2,2,0,1,253,211,253
209,lstm,0,val,614,root-1/task2--ep21--succ1.pkl,2,21,0,1,260,211,260
210,lstm,0,val,617,root-1/task2--ep24--succ0.pkl,2,24,1,0,520,211,520
211,lstm,0,val,623,root-1/task2--ep3--succ0.pkl,2,3,1,0,520,211,520
212,lstm,0,val,625,root-1/task2--ep31--succ1.pkl,2,31,0,1,277,211,277
213,lstm,0,val,627,root-1/task2--ep33--succ0.pkl,2,33,1,0,520,211,520
214,lstm,0,val,629,root-1/task2--ep35--succ1.pkl,2,35,0,1,377,211,377
215,lstm,0,val,633,root-1/task2--ep39--succ1.pkl,2,39,0,1,439,211,439
216,lstm,0,val,634,root-1/task2--ep4--succ1.pkl,2,4,0,1,224,211,224
217,lstm,0,val,636,root-1/task2--ep41--succ0.pkl,2,41,1,0,520,211,520
218,lstm,0,val,637,root-1/task2--ep42--succ0.pkl,2,42,1,0,520,211,520
219,lstm,0,val,638,root-1/task2--ep43--succ0.pkl,2,43,1,0,520,211,520
220,lstm,0,val,646,root-1/task2--ep6--succ0.pkl,2,6,1,0,520,211,520
221,lstm,0,val,649,root-1/task2--ep9--succ0.pkl,2,9,1,0,520,211,520
222,lstm,0,val,650,root-1/task3--ep0--succ1.pkl,3,0,0,1,298,187,298
223,lstm,0,val,652,root-1/task3--ep10--succ0.pkl,3,10,1,0,520,187,520
224,lstm,0,val,655,root-1/task3--ep13--succ0.pkl,3,13,1,0,520,187,520
225,lstm,0,val,667,root-1/task3--ep24--succ0.pkl,3,24,1,0,520,187,520
226,lstm,0,val,668,root-1/task3--ep25--succ0.pkl,3,25,1,0,520,187,520
227,lstm,0,val,675,root-1/task3--ep31--succ1.pkl,3,31,0,1,222,187,222
228,lstm,0,val,676,root-1/task3--ep32--succ1.pkl,3,32,0,1,233,187,233
229,lstm,0,val,677,root-1/task3--ep33--succ0.pkl,3,33,1,0,520,187,520
230,lstm,0,val,678,root-1/task3--ep34--succ0.pkl,3,34,1,0,520,187,520
231,lstm,0,val,679,root-1/task3--ep35--succ0.pkl,3,35,1,0,520,187,520
232,lstm,0,val,681,root-1/task3--ep37--succ1.pkl,3,37,0,1,260,187,260
233,lstm,0,val,684,root-1/task3--ep4--succ1.pkl,3,4,0,1,340,187,340
234,lstm,0,val,686,root-1/task3--ep41--succ1.pkl,3,41,0,1,187,187,187
235,lstm,0,val,689,root-1/task3--ep44--succ1.pkl,3,44,0,1,211,187,211
236,lstm,0,val,692,root-1/task3--ep47--succ0.pkl,3,47,1,0,520,187,520
237,lstm,0,val,695,root-1/task3--ep5--succ0.pkl,3,5,1,0,520,187,520
238,lstm,0,val,698,root-1/task3--ep8--succ0.pkl,3,8,1,0,520,187,520
239,lstm,0,val,700,root-1/task4--ep0--succ0.pkl,4,0,1,0,520,209,520
240,lstm,0,val,701,root-1/task4--ep1--succ0.pkl,4,1,1,0,520,209,520
241,lstm,0,val,704,root-1/task4--ep12--succ1.pkl,4,12,0,1,263,209,263
242,lstm,0,val,705,root-1/task4--ep13--succ0.pkl,4,13,1,0,520,209,520
243,lstm,0,val,706,root-1/task4--ep14--succ1.pkl,4,14,0,1,247,209,247
244,lstm,0,val,708,root-1/task4--ep16--succ0.pkl,4,16,1,0,520,209,520
245,lstm,0,val,709,root-1/task4--ep17--succ1.pkl,4,17,0,1,273,209,273
246,lstm,0,val,713,root-1/task4--ep20--succ1.pkl,4,20,0,1,209,209,209
247,lstm,0,val,716,root-1/task4--ep23--succ0.pkl,4,23,1,0,520,209,520
248,lstm,0,val,720,root-1/task4--ep27--succ1.pkl,4,27,0,1,231,209,231
249,lstm,0,val,721,root-1/task4--ep28--succ0.pkl,4,28,1,0,520,209,520
250,lstm,0,val,723,root-1/task4--ep3--succ1.pkl,4,3,0,1,243,209,243
251,lstm,0,val,726,root-1/task4--ep32--succ1.pkl,4,32,0,1,511,209,511
252,lstm,0,val,728,root-1/task4--ep34--succ0.pkl,4,34,1,0,520,209,520
253,lstm,0,val,731,root-1/task4--ep37--succ0.pkl,4,37,1,0,520,209,520
254,lstm,0,val,732,root-1/task4--ep38--succ1.pkl,4,38,0,1,217,209,217
255,lstm,0,val,733,root-1/task4--ep39--succ0.pkl,4,39,1,0,520,209,520
256,lstm,0,val,735,root-1/task4--ep40--succ0.pkl,4,40,1,0,520,209,520
257,lstm,0,val,736,root-1/task4--ep41--succ0.pkl,4,41,1,0,520,209,520
258,lstm,0,val,737,root-1/task4--ep42--succ0.pkl,4,42,1,0,520,209,520
259,lstm,0,val,738,root-1/task4--ep43--succ0.pkl,4,43,1,0,520,209,520
260,lstm,0,val,739,root-1/task4--ep44--succ1.pkl,4,44,0,1,233,209,233
261,lstm,0,val,740,root-1/task4--ep45--succ0.pkl,4,45,1,0,520,209,520
262,lstm,0,val,742,root-1/task4--ep47--succ0.pkl,4,47,1,0,520,209,520
263,lstm,0,val,745,root-1/task4--ep5--succ1.pkl,4,5,0,1,341,209,341
264,lstm,0,val,747,root-1/task4--ep7--succ0.pkl,4,7,1,0,520,209,520
265,lstm,0,val,751,root-1/task5--ep1--succ1.pkl,5,1,0,1,178,148,178
266,lstm,0,val,752,root-1/task5--ep10--succ1.pkl,5,10,0,1,242,148,242
267,lstm,0,val,753,root-1/task5--ep11--succ1.pkl,5,11,0,1,282,148,282
268,lstm,0,val,754,root-1/task5--ep12--succ1.pkl,5,12,0,1,159,148,159
269,lstm,0,val,757,root-1/task5--ep15--succ1.pkl,5,15,0,1,202,148,202
270,lstm,0,val,758,root-1/task5--ep16--succ1.pkl,5,16,0,1,170,148,170
271,lstm,0,val,761,root-1/task5--ep19--succ0.pkl,5,19,1,0,520,148,520
272,lstm,0,val,764,root-1/task5--ep21--succ1.pkl,5,21,0,1,177,148,177
273,lstm,0,val,766,root-1/task5--ep23--succ1.pkl,5,23,0,1,197,148,197
274,lstm,0,val,767,root-1/task5--ep24--succ1.pkl,5,24,0,1,174,148,174
275,lstm,0,val,773,root-1/task5--ep3--succ1.pkl,5,3,0,1,173,148,173
276,lstm,0,val,775,root-1/task5--ep31--succ1.pkl,5,31,0,1,207,148,207
277,lstm,0,val,776,root-1/task5--ep32--succ1.pkl,5,32,0,1,189,148,189
278,lstm,0,val,780,root-1/task5--ep36--succ0.pkl,5,36,1,0,520,148,520
279,lstm,0,val,781,root-1/task5--ep37--succ1.pkl,5,37,0,1,174,148,174
280,lstm,0,val,784,root-1/task5--ep4--succ1.pkl,5,4,0,1,266,148,266
281,lstm,0,val,785,root-1/task5--ep40--succ1.pkl,5,40,0,1,196,148,196
282,lstm,0,val,788,root-1/task5--ep43--succ1.pkl,5,43,0,1,211,148,211
283,lstm,0,val,791,root-1/task5--ep46--succ0.pkl,5,46,1,0,520,148,520
284,lstm,0,val,793,root-1/task5--ep48--succ1.pkl,5,48,0,1,190,148,190
285,lstm,0,val,797,root-1/task5--ep7--succ1.pkl,5,7,0,1,205,148,205
286,lstm,0,val,800,root-1/task6--ep0--succ1.pkl,6,0,0,1,289,190,289
287,lstm,0,val,808,root-1/task6--ep16--succ1.pkl,6,16,0,1,264,190,264
288,lstm,0,val,810,root-1/task6--ep18--succ0.pkl,6,18,1,0,520,190,520
289,lstm,0,val,815,root-1/task6--ep22--succ1.pkl,6,22,0,1,244,190,244
290,lstm,0,val,817,root-1/task6--ep24--succ1.pkl,6,24,0,1,331,190,331
291,lstm,0,val,819,root-1/task6--ep26--succ0.pkl,6,26,1,0,520,190,520
292,lstm,0,val,825,root-1/task6--ep31--succ1.pkl,6,31,0,1,291,190,291
293,lstm,0,val,828,root-1/task6--ep34--succ0.pkl,6,34,1,0,520,190,520
294,lstm,0,val,831,root-1/task6--ep37--succ1.pkl,6,37,0,1,191,190,191
295,lstm,0,val,832,root-1/task6--ep38--succ0.pkl,6,38,1,0,520,190,520
296,lstm,0,val,834,root-1/task6--ep4--succ1.pkl,6,4,0,1,513,190,513
297,lstm,0,val,836,root-1/task6--ep41--succ1.pkl,6,41,0,1,241,190,241
298,lstm,0,val,837,root-1/task6--ep42--succ1.pkl,6,42,0,1,302,190,302
299,lstm,0,val,839,root-1/task6--ep44--succ1.pkl,6,44,0,1,233,190,233
300,lstm,0,val,841,root-1/task6--ep46--succ0.pkl,6,46,1,0,520,190,520
301,lstm,0,val,842,root-1/task6--ep47--succ0.pkl,6,47,1,0,520,190,520
302,lstm,0,val,843,root-1/task6--ep48--succ1.pkl,6,48,0,1,233,190,233
303,lstm,0,val,844,root-1/task6--ep49--succ1.pkl,6,49,0,1,474,190,474
304,lstm,0,val,846,root-1/task6--ep6--succ0.pkl,6,6,1,0,520,190,520
305,lstm,0,val,847,root-1/task6--ep7--succ1.pkl,6,7,0,1,234,190,234
306,lstm,0,val,850,root-1/task7--ep0--succ1.pkl,7,0,0,1,246,210,246
307,lstm,0,val,857,root-1/task7--ep15--succ1.pkl,7,15,0,1,290,210,290
